Timestamp,0. Are you currently employed in Berlin or by a Berlin-based organization?,1. Gender:,2. Age:,3. Highest vocational qualification attained:,4. Years of total work experience:,5. Citizenship,6. Type of organisation,7. Industry,"8. Company size (global, entire organisation)",9. Years in current company:,10. Job/Position title,11. Which best describes your role in your current company?,12. Years in current position:,13. Full-time / Part-time,14. Contract in hours per week,15. Total annual gross salary in EUR (before taxes and deductions),"16. Performance-related pay or bonuses (gross) in EUR - CAN SKIP IF ""0""","17. Total Annual Equity Compensation (stock options, ESOPs, etc.) in EUR - CAN SKIP IF ""0""",18. Salary raise since January 2023,19. ID,20. Contract in hours per week (Normalized)
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,30-34,Master's Degree,1-2,German,A private firm,"Professional Services (e.g., consulting, Engineering, and legal services)",51-200,1-2,Data Engineer,Individual Contributor (no direct reports),1-2,Full-time,40,58.000,na,0,16-20%,305,40
 06/2023  ,No.,Female,25-29,Bachelor's Degree,6-10,Non-EU,Self-employed,"Professional Services (e.g., consulting, Engineering, and legal services)",1-10,3-5,Graphic Designer,Individual Contributor (no direct reports),3-5,Contract/Freelance,na,33.000,na,na,No raise,323,
 06/2023  ,"Yes, I'm physically working in Berlin.",Female,30-34,Master's Degree,6-10,Non-EU,A private firm,Technology/Software Development,1000+,1-2,Data Analyst,Individual Contributor (no direct reports),1-2,Full-time,40,58.000,na,0,No raise,367,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,25-29,Diploma,6-10,Other-EU,A private firm,Technology/Software Development,11-50,Less than 1,Software Engineer,Individual Contributor (no direct reports),Less than 1,Full-time,40,58.000,na,0,11-15%,378,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Female,35-39,Master's Degree,6-10,German,A private firm,"Professional Services (e.g., consulting, Engineering, and legal services)",11-50,6-10,Senior Manager,Senior Manager/Director (manages departments),3-5,Part-time,30,58.000,na,0,No raise,416,30
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,30-34,Master's Degree,1-2,German,A private firm,Technology/Software Development,1000+,Less than 1,Junior Software Engineer,Individual Contributor (no direct reports),Less than 1,Full-time,40,58.000,na,0,No raise,470,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,30-34,Master's Degree,3-5,Other-EU,A private firm,Transportation & Storage,1000+,1-2,Data Scientist,Individual Contributor (no direct reports),1-2,Full-time,40,58.000,na,0,No raise,674,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,30-34,Bachelor's Degree,6-10,Non-EU,A private firm,Information & Communication,1000+,3-5,Art Director,Individual Contributor (no direct reports),6-10,Full-time,40,58.000,1.200,0,No raise,681,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Female,25-29,Master's Degree,3-5,Non-EU,Other,Technology/Software Development,201-500,1-2,Talent Manager,Individual Contributor (no direct reports),1-2,Full-time,40,58.000,na,0,No raise,874,40
 06/2023  ,No.,Male,30-34,Bachelor's Degree,11-15,Non-EU,A private firm,Technology/Software Development,1000+,1-2,Staff Engineer,Individual Contributor (no direct reports),1-2,Full-time,40,125.000,na,45.000,No raise,331,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,25-29,Master's Degree,1-2,Other-EU,Other public sector (such as education and health),Education,1000+,1-2,Research Scientist,Individual Contributor (no direct reports),1-2,Full-time,40,58.000,na,0,1-5%,915,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Female,25-29,Master's Degree,3-5,German,A private firm,Technology/Software Development,501-1000,3-5,Software Engineer,Individual Contributor (no direct reports),3-5,Full-time,40,59.000,na,0,No raise,152,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,30-34,Bachelor's Degree,6-10,Non-EU,A private firm,Technology/Software Development,1000+,Less than 1,Senior Test Engineer,Individual Contributor (no direct reports),3-5,Full-time,40,59.000,3.100,6.500,No raise,498,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,25-29,Bachelor's Degree,3-5,Dual (Ger/EU and Non-EU),A private firm,"Professional Services (e.g., consulting, Engineering, and legal services)",201-500,3-5,Software Engineer,Individual Contributor (no direct reports),3-5,Full-time,40,59.000,5.000,0,1-5%,695,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,25-29,Bachelor's Degree,6-10,Non-EU,A private firm,Finance & Insurance,1000+,3-5,Lead Data Analyst,Team Lead (manages small team),1-2,Full-time,40,59.000,na,7.000,No raise,901,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Female,50-54,Master's Degree,16-20,Other-EU,A Non-governmental organization (NGO),Education,11-50,11-15,Program Manager,Team Lead (manages small team),1-2,Full-time,39,60.000,na,0,No raise,11,39
 06/2023  ,"Yes, I'm physically working in Berlin.",Non-Binary,40-44,Master's Degree,6-10,German,A private firm,Information & Communication,11-50,3-5,Software Engineer,Team Lead (manages small team),1-2,Part-time,30,60.000,na,0,No raise,55,30
 06/2023  ,"Yes, I'm physically working in Berlin.",Female,30-34,Doctor's Degree,1-2,German,A private firm,Healthcare and Pharmaceuticals,51-200,1-2,Market intelligence Manager,Individual Contributor (no direct reports),1-2,Full-time,40,60.000,na,0,6-10%,57,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,30-34,Bachelor's Degree,3-5,German,Other public sector (such as education and health),Education,1000+,3-5,Scientific Staff,Individual Contributor (no direct reports),3-5,Full-time,40,60.000,na,0,1-5%,105,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Female,30-34,Master's Degree,3-5,German,Other,Technology/Software Development,51-200,Less than 1,Data Analyst,Individual Contributor (no direct reports),1-2,Full-time,40,60.000,na,0,No raise,122,40
 06/2023  ,"Yes, I'm working remotely for a Berlin-based organization.",Female,30-34,Master's Degree,3-5,Other-EU,A private firm,Technology/Software Development,51-200,1-2,Senior Talent Acquisition Manager,Individual Contributor (no direct reports),3-5,Full-time,40,60.000,12.000,10.000,No raise,124,40
 06/2023  ,"Yes, I'm working remotely for a Berlin-based organization.",Male,30-34,Trade and Technical School Certificate,1-2,Dual (Ger/EU and Non-EU),A private firm,Manufacturing,11-50,Less than 1,Data Engineer,Individual Contributor (no direct reports),1-2,Full-time,40,60.000,na,0,1-5%,141,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Female,35-39,Master's Degree,11-15,Dual (Ger/EU and EU),A private firm,Information & Communication,201-500,6-10,Product manager,Individual Contributor (no direct reports),Less than 1,Full-time,40,60.000,na,0,No raise,199,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,30-34,Master's Degree,6-10,Non-EU,A private firm,Other Services,1-10,1-2,Data Engineer,Individual Contributor (no direct reports),1-2,Full-time,40,60.000,5.000,0,No raise,244,40
 06/2023  ,No.,Female,30-34,Diploma,6-10,Other-EU,A private firm,Transportation & Storage,51-200,Less than 1,Senior UX Designer,Team Lead (manages small team),Less than 1,Full-time,40,73.000,2.000,na,11-15%,346,40
 06/2023  ,No.,Female,30-34,Bachelor's Degree,6-10,Other-EU,A private firm,Retail & Wholesale Trade,51-200,3-5,Product Designer,Individual Contributor (no direct reports),3-5,Full-time,40,56.000,5.600,na,No raise,347,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,25-29,Bachelor's Degree,3-5,Non-EU,A private firm,Other Services,201-500,Less than 1,Associate Engineer,Individual Contributor (no direct reports),Less than 1,Full-time,35,60.000,na,0,No raise,247,35
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,35-39,Doctor's Degree,1-2,German,A private firm,Technology/Software Development,11-50,1-2,Machine Learning Scientist,Individual Contributor (no direct reports),1-2,Full-time,40,60.000,na,0,No raise,256,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,25-29,Master's Degree,1-2,German,A private firm,"Professional Services (e.g., consulting, Engineering, and legal services)",501-1000,Less than 1,Software Consultant,Individual Contributor (no direct reports),Less than 1,Full-time,40,60.000,3.000,0,No raise,269,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,30-34,Bachelor's Degree,6-10,Other-EU,A private firm,"Professional Services (e.g., consulting, Engineering, and legal services)",51-200,1-2,Data Engineer,Individual Contributor (no direct reports),1-2,Full-time,40,60.000,na,0,1-5%,350,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,30-34,Doctor's Degree,1-2,Non-EU,Other public sector (such as education and health),Healthcare and Pharmaceuticals,51-200,1-2,Research scientist,Individual Contributor (no direct reports),1-2,Full-time,40,60.000,na,0,6-10%,366,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,24 or under,Bachelor's Degree,Less than 1,German,A private firm,Finance & Insurance,1000+,Less than 1,Junior Software Engineer,Individual Contributor (no direct reports),Less than 1,Full-time,38,60.000,na,0,No raise,392,38
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,35-39,Apprenticeship/Vocational Training (Dual System),11-15,German,A private firm,Information & Communication,1000+,Less than 1,Product Manager,na,Less than 1,Full-time,40,60.000,5.000,1.400,1-5%,410,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,30-34,Master's Degree,3-5,Non-EU,A private firm,Hospitality (Accommodation and Food Services),201-500,3-5,Senior Analytics Engineer,Individual Contributor (no direct reports),1-2,Full-time,40,60.000,na,0,No raise,460,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,30-34,Bachelor's Degree,6-10,Non-EU,A private firm,Technology/Software Development,501-1000,1-2,System administrator,Individual Contributor (no direct reports),1-2,Full-time,40,60.000,na,15.000,No raise,468,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,30-34,Bachelor's Degree,6-10,German,A private firm,Technology/Software Development,1000+,3-5,Software Engineer,Individual Contributor (no direct reports),3-5,Full-time,39,60.000,na,0,No raise,486,39
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,25-29,Bachelor's Degree,3-5,Other-EU,A private firm,Healthcare and Pharmaceuticals,11-50,3-5,Software Engineer,Individual Contributor (no direct reports),3-5,Full-time,40,60.000,6.000,0,No raise,510,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Female,35-39,Master's Degree,6-10,German,Central or local government,Public Administration,201-500,6-10,Team lead,Team Lead (manages small team),1-2,Part-time,35,60.000,5.000,0,No raise,521,35
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,35-39,Master's Degree,16-20,Other-EU,A private firm,Technology/Software Development,501-1000,Less than 1,Strategy Manager,Individual Contributor (no direct reports),Less than 1,Full-time,40,60.000,na,0,No raise,527,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,25-29,Master's Degree,Less than 1,Non-EU,A private firm,Technology/Software Development,51-200,3-5,Software Engineer,Individual Contributor (no direct reports),Less than 1,Full-time,40,60.000,na,0,1-5%,555,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,35-39,Master's Degree,6-10,Other-EU,A private firm,Technology/Software Development,51-200,1-2,Marketing manager,Team Lead (manages small team),1-2,Full-time,40,60.000,na,0,No raise,580,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Female,25-29,Bachelor's Degree,6-10,Non-EU,A private firm,Technology/Software Development,51-200,1-2,QA Engineer,Individual Contributor (no direct reports),1-2,Full-time,40,60.000,na,0,No raise,596,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,25-29,Master's Degree,3-5,Non-EU,A private firm,Hospitality (Accommodation and Food Services),201-500,1-2,Data Analyst,Individual Contributor (no direct reports),1-2,Full-time,40,60.000,na,2.000,No raise,679,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,30-34,Master's Degree,6-10,Non-EU,A private firm,Information & Communication,1000+,1-2,IT Consultant,Individual Contributor (no direct reports),1-2,Full-time,40,60.000,na,0,1-5%,685,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Female,30-34,Doctor's Degree,6-10,Other-EU,Other public sector (such as education and health),Healthcare and Pharmaceuticals,51-200,3-5,Researcher,Prefer not to say,3-5,Full-time,39,60.000,na,0,1-5%,702,39
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,30-34,Master's Degree,3-5,German,A private firm,Technology/Software Development,1000+,Less than 1,Application Engineer,Individual Contributor (no direct reports),Less than 1,Full-time,40,60.000,5.000,0,No raise,741,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Female,35-39,Master's Degree,11-15,Dual (Ger/EU and Non-EU),A private firm,Construction,1000+,Less than 1,Planning Coordinator,Individual Contributor (no direct reports),Less than 1,Full-time,40,60.000,na,0,No raise,745,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,24 or under,Master's Degree,Less than 1,German,A private firm,"Professional Services (e.g., consulting, Engineering, and legal services)",1000+,Less than 1,Consultant,Individual Contributor (no direct reports),Less than 1,Full-time,40,60.000,5.000,0,No raise,747,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,30-34,Master's Degree,6-10,Non-EU,A private firm,Technology/Software Development,11-50,3-5,Sales Manager,Manager (manages team),1-2,Full-time,40,60.000,na,0,16-20%,800,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,40-44,Master's Degree,6-10,German,A private firm,"Utilities (Electricity, Gas, Steam, Air Conditioning Supply)",51-200,1-2,Software Engineer,Individual Contributor (no direct reports),1-2,Full-time,36,60.000,na,0,No raise,802,36
 06/2023  ,"Yes, I'm physically working in Berlin.",Female,25-29,Master's Degree,1-2,Other-EU,A private firm,Technology/Software Development,11-50,Less than 1,Data Scientist,Individual Contributor (no direct reports),Less than 1,Full-time,40,60.000,na,0,No raise,815,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,25-29,Bachelor's Degree,3-5,Other-EU,A private firm,Retail & Wholesale Trade,1000+,Less than 1,Software Engineer,Individual Contributor (no direct reports),1-2,Full-time,40,60.000,na,0,No raise,884,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Female,45-49,Master's Degree,21-30,German,A private firm,Education,51-200,3-5,Fachschulleiter,Senior Manager/Director (manages departments),3-5,Full-time,40,60.000,2.000,0,1-5%,912,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,30-34,Master's Degree,3-5,German,A private firm,Real Estate,1000+,3-5,Research Analyst,Individual Contributor (no direct reports),3-5,Full-time,40,60.000,30.000,0,11-15%,923,40
 06/2023  ,No.,Male,30-34,Master's Degree,6-10,Non-EU,A private firm,Information & Communication,1000+,3-5,Site Reliability Engineer,Individual Contributor (no direct reports),6-10,Full-time,40,84.000,na,na,1-5%,376,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Female,25-29,Master's Degree,3-5,Non-EU,A private firm,"Professional Services (e.g., consulting, Engineering, and legal services)",51-200,1-2,Analyst,Individual Contributor (no direct reports),1-2,Full-time,40,60.000,6.000,0,No raise,960,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,25-29,Bachelor's Degree,1-2,Other-EU,A private firm,Technology/Software Development,1000+,1-2,Product Manager,Individual Contributor (no direct reports),Less than 1,Full-time,40,60.000,2.000,10.000,6-10%,970,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,30-34,Bachelor's Degree,6-10,German,A private firm,Healthcare and Pharmaceuticals,11-50,6-10,CEO,Executive (executive leadership),6-10,Full-time,40,60.000,na,0,No raise,1023,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Female,25-29,Bachelor's Degree,3-5,Other-EU,A private firm,Technology/Software Development,201-500,Less than 1,Senior Marketing Growth,Team Lead (manages small team),Less than 1,Full-time,40,60.000,10.000,0,6-10%,1037,40
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,25-29,Bachelor's Degree,3-5,Other-EU,A private firm,Technology/Software Development,11-50,3-5,Software Engineer,Individual Contributor (no direct reports),3-5,Full-time,40,60.000,6.000,0,No raise,1048,40
 06/2023  ,No.,Male,40-44,Doctor's Degree,11-15,German,Other public sector (such as education and health),Technology/Software Development,1000+,11-15,Research Scientists,Team Lead (manages small team),6-10,Full-time,39,89.000,3.000,na,No raise,382,39
 06/2023  ,"Yes, I'm physically working in Berlin.",Male,30-34,Bachelor's Degree,3-5,Non-EU,A private firm,Technology/Software Development,201-500,1-2,Software Engineer in Test,Individual Contributor (no direct reports),3-5,Full-time,40,60.000,na,5.000,No raise,1050,40
